business_vintage_months,industry_type,avg_monthly_gst_turnover,avg_monthly_bank_balance,num_cheque_bounces_last_6mo
86,Retail,298203.5711542844,253920.71195071953,1
67,Manufacturing,279537.8712073655,168120.57314377258,0
114,Retail,261287.95736524434,144710.59489676173,3
112,Service,285227.7954916924,211927.89980778238,1
103,Retail,136931.82190756826,77405.81622491259,1
78,Service,266911.9865616704,125515.24149258807,0
31,Service,433780.64554267854,118133.56730299795,1
71,Service,203630.99431481666,169902.0779734069,2
78,Service,193386.67285266897,194791.81461769834,1
78,Retail,306121.2371394755,173574.27760136148,4
45,Manufacturing,311118.31433572446,174365.82416094557,2
22,Retail,337746.47190539865,131944.5440391027,0
6,Service,288626.1426815361,166037.99290580698,2
94,Manufacturing,307186.41644583334,108008.10646098049,4
66,Manufacturing,264911.5226371001,183706.94675039,4
48,Service,172420.3844700036,124969.84976683397,1
109,Service,292860.8131689349,93924.5219849813,1
47,Manufacturing,372459.6996442464,151890.97179160424,3
30,Manufacturing,351505.4626352334,54344.1917827656,2
44,Service,125575.78730607126,223718.50359980034,3
40,Retail,325192.5363309083,189854.94984558492,4
8,Retail,210723.0474142831,166848.49251239013,1
119,Retail,439216.4005221382,68815.76273026249,1
106,Service,332626.97829283803,114990.49084632925,1
113,Retail,389628.3960130607,152027.9217435926,0
49,Service,302116.81444148597,136844.76144873962,4
56,Retail,293394.5001102523,65571.75172762637,1
99,Retail,449584.4917653247,84178.54972319295,4
107,Manufacturing,397277.4396625016,135845.28015432108,1
103,Service,311785.8652247548,85835.53007080837,2
17,Retail,280033.3573862602,218569.3661941631,4
24,Manufacturing,129282.52744691301,174726.91797029163,3
106,Retail,332456.753487414,109826.79453804845,0
49,Service,287389.6030680285,208457.74140078566,3
64,Service,355395.6047082276,198385.32943368447,4
54,Retail,385781.88415347866,164447.91781934598,1
66,Manufacturing,423292.1095047247,148020.68832680228,4
22,Service,333699.2910894404,135076.309588508,0
79,Service,195363.95348717947,123003.06461091716,4
62,Retail,85068.64490818669,83160.40403960731,1
60,Retail,217530.01396432082,226416.43775489996,3
118,Manufacturing,433348.8499505068,123974.33906143917,2
52,Retail,482349.14692994405,151410.03048561665,3
17,Service,276209.92482308246,104487.60718496906,1
67,Service,153904.07457176488,137027.47416953353,1
85,Service,235158.64249971602,292538.8711934871,0
93,Retail,413780.5822697871,113700.10481273863,4
88,Retail,240898.68264728933,222429.78872707757,4
13,Service,358912.39476675144,148609.72414230506,3
100,Retail,316855.8301298035,183996.92317473228,2
26,Retail,371000.3259037054,212229.0127698126,2
86,Retail,481801.09989470383,163613.36922029988,0
92,Service,358978.14755343384,132414.6421809855,1
106,Manufacturing,314691.6276637929,140695.45108587804,0
85,Retail,492837.3565808919,142378.5759176831,4
75,Retail,334955.21016250615,243218.52784577064,1
77,Retail,220705.25026683992,75793.71114198047,0
30,Service,368746.5289769486,61463.65211036036,3
87,Service,344745.5542132971,64797.35414011162,4
94,Service,269209.76577294,105303.42832137886,2
17,Service,248241.39475337265,185004.15385991812,0
20,Service,270174.0512685092,188070.96462020988,4
64,Manufacturing,246811.06424982433,119624.86792966463,4
31,Manufacturing,273424.0181287108,148575.42361700803,2
110,Retail,215720.33977581386,94185.06824560826,2
114,Retail,338615.4688159816,98822.3856296816,2
31,Retail,331120.13139588194,178993.34195057725,0
52,Retail,334520.1777229469,202384.20305541987,2
37,Manufacturing,293763.0660563346,126159.05877849286,3
15,Service,282233.67439749377,231750.75604154018,4
21,Retail,444200.5797653515,198280.2674393055,2
76,Service,306740.5886837803,229586.29261277756,4
22,Service,426376.6846055477,134953.09654525408,1
28,Retail,200358.40168336866,226034.31228163227,1
31,Retail,358917.7834201379,258977.1319987888,2
90,Service,226529.69633399844,129374.12333219904,4
91,Service,244384.80717066658,142291.54808159568,1
12,Retail,258809.41600724484,102614.07487968005,2
19,Retail,252540.10313962217,92789.24519195862,4
84,Service,253039.53435181492,93372.43293668525,2
12,Retail,421727.50898905646,109426.69341063537,4
14,Service,304541.117311764,163736.89894927858,1
53,Service,322505.5389209609,111540.02302893242,2
77,Retail,254284.00364485505,162208.1277293434,1
119,Manufacturing,385693.93037181086,163242.2575597476,2
64,Service,335505.62782389193,126493.78030628106,0
92,Retail,269107.1355650262,146868.14477153475,1
98,Service,141571.6107373357,123604.38036568437,1
87,Service,321629.6458401871,134463.01133617738,3
100,Service,357567.9522535458,109556.85127678927,1
99,Retail,202115.21616766538,154205.23448914083,4
44,Manufacturing,270460.53813008376,119972.70672700834,2
104,Service,353716.05014609563,91696.70620311023,0
23,Retail,142907.19428782325,179671.44444242687,4
64,Retail,235114.78165901103,181364.56006427316,4
111,Retail,337690.89416264015,205584.92678220535,4
108,Manufacturing,410501.843885161,98780.13126979108,4
22,Retail,518577.9812271168,125953.63466445066,0
19,Retail,495865.4768367091,161524.77025448615,3
36,Manufacturing,314376.9482316009,124898.00615938699,1
29,Retail,251577.31185180476,178545.59919039108,4
104,Retail,392312.2267770886,174896.6443741968,1
113,Retail,245640.70762763429,173964.7678095533,1
65,Retail,223790.47150543483,222983.3616652132,4
50,Retail,269473.39476348995,182203.85372292247,3
103,Service,256932.6699822893,157694.5555740713,1
8,Retail,341263.0623065876,140323.22567017315,2
42,Retail,239759.8377865639,143806.79459115918,1
48,Service,308512.2057297815,96789.49230799632,4
45,Service,459495.345140532,61714.490652498935,0
95,Service,312214.0714074048,173187.8063865532,1
60,Service,451674.2288121778,211181.6468781533,3
92,Retail,420205.6601065949,133494.25383486316,2
113,Service,359204.0236700633,229354.70795162988,2
44,Service,264584.721006148,141174.3783459265,0
20,Retail,404050.7977349104,52311.400944349545,0
118,Manufacturing,275002.5081361926,195912.46268648014,1
9,Retail,299799.0344973039,126035.58813809275,4
98,Service,333019.86741655937,200438.9338760007,3
91,Retail,299463.2527606518,86123.62580341799,2
30,Service,227973.22815894632,170602.2081073825,0
18,Service,147290.10850171308,109976.94582278439,3
87,Manufacturing,395913.29303254787,160070.2433281178,4
38,Retail,357034.2126806361,188330.3347287678,2
21,Service,127938.9007503658,176720.05006469428,2
114,Service,225321.26504631434,153468.39165150464,4
47,Service,317906.54292733845,81077.04468938886,2
113,Service,344257.2353560568,186517.20902758828,4
71,Service,148154.63410329085,201571.52189978,2
60,Service,291076.13334575784,97850.14879217287,1
104,Retail,353965.4595253964,105198.5392847,4
47,Service,264848.81981007196,203677.86790164557,3
39,Retail,325582.96484343935,139577.92187153667,1
35,Manufacturing,251244.81179555232,106494.33312972092,3
18,Service,390919.6351699522,163627.72067596365,2
18,Manufacturing,220071.42861337287,118073.78060227908,3
23,Retail,185792.17609056202,158052.10657029907,1
37,Manufacturing,302892.68640615506,129339.6664576826,4
101,Manufacturing,156647.40277115043,133624.45899597276,0
104,Service,89488.88119372097,205519.86919287257,3
44,Service,408373.52980540134,26573.76599374965,0
51,Retail,201577.5518439181,177737.53772176223,3
34,Manufacturing,166634.84174161873,197272.53891332468,3
67,Service,218824.1223050392,118900.29294111724,4
118,Retail,214334.93685892047,196888.26771815753,2
98,Retail,285788.8538836456,102048.8016579588,1
67,Manufacturing,190651.32663140332,117000.82271681863,1
113,Manufacturing,349818.6142256155,111241.64782044826,1
62,Manufacturing,364623.41311577155,197564.60818012923,2
21,Service,172500.8549384465,62752.61566660834,0
61,Retail,238190.33770516125,232007.36130127875,1
113,Retail,247694.2759961414,134753.07169430554,0
116,Retail,283499.2638633658,180745.60770786778,2
15,Retail,408268.3516983682,176435.39606818656,2
35,Retail,414031.3415002608,157561.58941032595,4
30,Retail,549886.7386165786,119965.69692612201,1
108,Service,73062.60708458215,212118.6281463927,4
89,Manufacturing,207570.4276848371,124257.43671394479,1
10,Service,481400.9181074984,113437.56711395478,2
70,Manufacturing,119929.96822231653,193885.51417617666,2
99,Service,479126.50641707063,157287.4809768435,3
54,Retail,314735.1273143245,217891.07875581004,3
8,Retail,318413.27730225446,146866.645427225,2
50,Retail,172020.20138805296,117456.23136521268,2
19,Retail,254883.67799957033,163737.17365119493,0
35,Service,474737.63597099064,127619.14219562983,0
119,Retail,295231.6864758773,118903.87443471473,4
73,Retail,255550.0971789795,191594.4096827937,3
23,Retail,340571.9196379236,241577.7533637514,3
67,Manufacturing,280778.2399697343,137676.91040407546,2
42,Service,334515.1149806441,101262.94068570348,2
30,Service,215025.86678400787,142327.18250500906,4
53,Retail,292284.73513918946,175740.0614947962,3
70,Service,235892.37345592814,162873.9764238735,0
58,Service,119603.33593053225,209711.5847235856,1
115,Service,348195.77872476855,183254.491913785,4
84,Manufacturing,176622.71584444446,94829.52659450455,1
78,Retail,283525.9069895898,125334.08246796124,0
20,Manufacturing,392606.8245827911,80958.29400123372,0
54,Manufacturing,150218.654345957,207233.9672815094,1
93,Retail,360468.40969496017,50405.636736429966,4
73,Service,270018.6543031337,85833.38346888439,1
17,Manufacturing,203347.65990729362,124409.87669974135,4
64,Retail,502292.32888860686,178195.87015524085,4
42,Service,299944.3704245165,123917.32931471744,2
66,Manufacturing,243190.7110423259,131738.5293142754,3
106,Service,221978.70776335982,132723.606336365,3
48,Retail,388116.2468436696,158639.1311179123,0
75,Service,238794.37735365884,88974.42323649992,2
44,Retail,375651.80985410255,102641.14759759765,3
61,Service,299752.01688768395,234046.18493979453,4
68,Retail,411618.80644338485,170119.95485985058,4
51,Service,195746.0552517116,188039.10859264227,1
93,Service,209693.67609039956,152901.42657276083,1
16,Service,271899.46859699313,142985.987587863,4
67,Service,280193.3502475224,172856.547304764,4
82,Service,264544.2971302989,186380.68418380665,1
103,Service,563144.0405426518,192303.78373458594,3
30,Retail,506324.7004351908,143672.02200903298,0
76,Service,329905.5074821043,197768.82781391605,1
57,Retail,341697.20740504574,26689.160558518925,3
9,Manufacturing,276356.7819920419,194614.35048625607,3
64,Retail,195017.44664818692,128654.7021628099,3
77,Service,281792.7759444748,177669.12231508485,2
25,Service,377111.7751462054,117533.61371520684,2
98,Service,430562.67615680094,83665.27349611113,3
68,Retail,399570.84205227054,166985.20156583338,4
59,Service,149022.57068457885,74923.47383394004,2
114,Service,271077.23218462866,130016.12858886464,1
115,Service,153113.24351340075,109378.51544479237,2
79,Retail,416884.35574027186,141248.37308532617,4
112,Service,258761.56051996673,189860.45597986362,0
103,Service,295288.9884368967,125507.73572727545,2
62,Service,348005.02680050017,165728.8773706306,3
95,Service,576613.9919811899,186967.3019113544,3
46,Service,326827.49397895264,119637.24746031064,3
118,Retail,276172.89621937484,120362.32356404487,0
8,Retail,175895.787879636,218466.44511001054,4
11,Retail,445863.94485031057,146030.56801110465,1
10,Retail,281836.3535702925,175456.93965659372,4
10,Service,465714.2464927699,175078.0546179612,0
59,Service,410561.3112948723,90100.6196961011,3
52,Retail,253704.38973915283,111956.20619140024,4
92,Manufacturing,160772.38191440958,168767.36817700102,1
54,Retail,327256.9117203607,46634.25566381782,3
14,Service,238509.64712283981,139435.11914807875,1
104,Service,303934.5842456306,106735.80638036088,2
25,Retail,404904.96068543376,205525.30709883268,1
118,Retail,134641.78843751663,167305.77265774747,3
66,Service,326461.3844068214,209562.31486953385,2
111,Retail,375959.6190885737,148043.76832233235,3
40,Manufacturing,380811.0561756063,144305.54036164886,3
55,Service,163645.7828812577,134753.52404602175,2
87,Manufacturing,341933.6469773964,124846.53002224538,1
67,Retail,420353.65819066926,284232.8169527992,0
22,Service,334323.3798400076,190358.4757896611,0
93,Service,288430.5793891463,96690.57270316087,0
8,Service,413961.2940573444,281965.44345810893,0
37,Retail,230568.11895611702,129751.00324988634,4
104,Service,147016.70917967297,166057.6000088428,0
107,Service,279940.2185069068,196979.86859359327,2
18,Service,353504.5191703999,73102.30364637496,0
116,Retail,403893.67614364333,108633.65991754505,3
94,Manufacturing,353050.2574167932,232408.2412285345,0
78,Retail,383582.1068724858,138758.56683318023,1
73,Manufacturing,404531.143010396,199933.5058380436,2
19,Manufacturing,266062.29937018896,127326.57796768272,2
106,Manufacturing,285206.069809241,145247.0197256579,4
103,Service,428716.77931498754,239262.843303825,3
16,Service,178984.29757693125,171875.61211490113,2
110,Manufacturing,342913.2861522295,132757.61165345006,1
61,Retail,228329.11710829788,115831.8269598576,0
72,Service,410026.16032309696,120406.23037933983,2
97,Service,298206.45194248605,212078.00153685454,1
34,Service,300759.3935378124,188274.91543194602,0
14,Retail,472887.9887396686,92566.16839632043,4
72,Service,192395.72205513538,154358.92784353517,2
30,Manufacturing,321581.9473218603,146659.17640969972,2
103,Retail,281987.3868902179,165804.6384784147,1
81,Manufacturing,353241.13160430314,119821.4440429315,3
47,Retail,492933.07866889465,204890.28058247117,4
14,Retail,239475.84900748177,149933.03613569876,3
84,Retail,180260.2287645955,168671.82587927047,2
45,Retail,219067.25743179937,110765.4887942842,3
30,Manufacturing,276718.1917779081,113284.3431164719,0
10,Retail,306423.08337033266,282875.555463345,4
16,Service,311452.8795786582,240003.99762133416,3
64,Retail,480266.09511754336,146515.9418558544,0
103,Service,462483.90446548414,226650.19753634697,1
93,Service,430294.64890669606,210636.8757131215,3
